a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,date,genre,mp_rating,runtime,titles,year
,,,,,,,,,,,,,
"
        ,
        32,167,585",54%,"
                Eminem","
                Kim Basinger","
                Mekhi Phifer","$116,638,030 ",159,76,8-Nov-02,"
                        Drama","R (for strong language, sexuality, some violence and drug use)","
                    111 minutes
                ","
                8 Mile",-2002
,,,,,,,,,,,,,
"
        ,
        20,821",50%,"
                Lacey Chabert","
                Lynn Redgrave","
                Tom Kane","$39,766,440 ",71,80,20-Dec-02,"
                        Animation,
                        Kids & Family",PG (for some adventure peril),"
                    85 minutes
                ","
                The Wild Thornberrys Movie",-2002
,,,,,,,,,,,,,
"
        ,
        22,863",76%,"
                Catherine Deneuve","
                Isabelle Huppert","
                Emmanuelle Béart",,99,79,20-Sep-02,"
                        Comedy,
                        Drama,
                        Mystery & Suspense",R (for some sexual content),"
                    103 minutes
                ","
                8 Women (8 Femmes)",-2002
,,,,,,,,,,,,,
"
        ,
        999",89%,"
                They Might Be Giants","
                Frank Black","
                Dave Eggers",,37,82,18-Nov-03,"
                        Documentary,
                        Musical & Performing Arts",NR,"
                    102 minutes
                ","
                Gigantic",-2002
,,,,,,,,,,,,,
"
        ,
        2,533",57%,"
                Edie Falco","
                Angela Bassett","
                Timothy Hutton","$2,836,157 ",86,80,21-Jun-02,"
                        Drama","PG-13 (for brief strong language, a sexual reference and thematic elements)","
                    141 minutes
                ","
                Sunshine State",-2002
,,,,,,,,,,,,,
"
        ,
        1,078",63%,"
                Nassim Abdi","
                Cyrus Abidi","
                Youssef Habashi",,47,82,9-Aug-02,"
                        Art House & International,
                        Comedy,
                        Drama",G (http://www.sonyclassics.com/secretballot/),"
                    105 minutes
                ","
                Secret Ballot",-2002
,,,,,,,,,,,,,
"
        ,
        47,167",86%,"
                Derek Luke","
                Denzel Washington","
                Joy Bryant","$20,813,967 ",118,79,19-Dec-02,"
                        Drama","PG-13 (for violence, language and mature thematic materiatl involving child abuse)","
                    120 minutes
                ","
                Antwone Fisher",-2002
,,,,,,,,,,,,,
"
        ,
        8,215",79%,"
                Parry Shen","
                Jason Tobin","
                Sung Kang","$3,687,324 ",83,81,11-Apr-02,"
                        Action & Adventure,
                        Drama","R (adult situations/language, violence)","
                    99 minutes
                ","
                Better Luck Tomorrow",-2002
,,,,,,,,,,,,,
"
        ,
        960",71%,"
                Hiam Abbass","
                Hend El Fahem","
                Maher Kamoun",,39,83,27-May-03,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Musical & Performing Arts",NR,"
                    100 minutes
                ","
                Satin Rouge",-2002
,,,,,,,,,,,,,
"
        ,
        322,107",70%,"
                Nick Cannon","
                Zoe Saldana","
                Orlando Jones","$56,178,945 ",69,82,13-Dec-02,"
                        Comedy,
                        Drama",PG-13 (for innuendo and language),"
                    118 minutes
                ","
                Drumline",-2002
,,,,,,,,,,,,,
"
        ,
        687",82%,"
                Ann Petersen","
                Dora van der Groen","
                Rosemarie Bergmans",,45,83,15-Mar-02,"
                        Art House & International,
                        Drama",PG (for brief language),"
                    78 minutes
                ","
                Pauline & Paulette",-2002
,,,,,,,,,,,,,
"
        ,
        179,649",41%,"
                Michael J. Fox","
                Geena Davis","
                Hugh Laurie","$64,736,114 ",99,81,19-Jul-02,"
                        Action & Adventure,
                        Comedy,
                        Kids & Family,
                        Science Fiction & Fantasy",PG (for brief mild language),"
                    75 minutes
                ","
                Stuart Little 2",-2002
,,,,,,,,,,,,,
"
        ,
        139,704",77%,"
                Adam Sandler","
                Emily Watson","
                Philip Seymour Hoffman","$17,800,000 ",151,79,11-Oct-02,"
                        Comedy,
                        Drama,
                        Romance",R (for strong language including a scene of sexual dialogue),"
                    95 minutes
                ","
                Punch-Drunk Love",-2002
,,,,,,,,,,,,,
"
        ,
        5,813",74%,"
                Samantha Morton","
                Kathleen McDermott","
                Dan Cadan",,64,83,16-Dec-03,"
                        Drama",R (adult situations),"
                    97 minutes
                ","
                Morvern Callar",-2002
,,,,,,,,,,,,,
"
        ,
        3,264",81%,"
                Lesley Manville","
                Alison Garland","
                James Corden",,75,83,25-Oct-02,"
                        Comedy,
                        Documentary,
                        Drama",R (for pervasive language and some sexuality),"
                    128 minutes
                ","
                All or Nothing",-2002
,,,,,,,,,,,,,
"
        ,
        25,123",82%,"
                Ryan Gosling","
                Summer Phoenix","
                Theresa Russell",,76,83,1-Apr-02,"
                        Drama","R (adult situations/language, violence)","
                    98 minutes
                ","
                The Believer",-2002
,,,,,,,,,,,,,
"
        ,
        55,509",62%,"
                Ice Cube","
                Anthony Anderson","
                Cedric the Entertainer","$75,074,950 ",102,82,13-Sep-02,"
                        Comedy","PG-13 (for language, sexual content and brief drug references)","
                    102 minutes
                ","
                Barbershop",-2002
,,,,,,,,,,,,,
"
        ,
        66,206",59%,"
                Jake Gyllenhaal","
                John C. Reilly","
                Tim Blake Nelson","$13,737,564 ",127,81,7-Aug-02,"
                        Comedy,
                        Drama",R (for some language and drug content),"
                    93 minutes
                ","
                The Good Girl",-2002
,,,,,,,,,,,,,
"
        ,
        85,734",84%,"
                Meryl Streep","
                Julianne Moore","
                Nicole Kidman","$41,465,765 ",153,80,27-Dec-02,"
                        Drama","PG-13 (for mature thematic elements, some disturbing images and brief language)","
                    115 minutes
                ","
                The Hours",-2002
,,,,,,,,,,,,,
"
        ,
        5,397",81%,"
                Nanni Moretti","
                Laura Morante","
                Jasmine Trinca","$737,565 ",69,84,8-Feb-02,"
                        Art House & International,
                        Drama",R (for language and some sexuality),"
                    87 minutes
                ","
                La Stanza del Figlio (The Son's Room)",-2002
,,,,,,,,,,,,,
"
        ,
        255,422",89%,"
                Gene Hackman","
                Anjelica Huston","
                Gwyneth Paltrow","$52,307,676 ",163,80,4-Jan-02,"
                        Comedy","R (for some lnaguage, sexuality/nudity and drug content)","
                    108 minutes
                ","
                The Royal Tenenbaums",-2002
,,,,,,,,,,,,,
"
        ,
        10,687",74%,"
                America Ferrera","
                Lupe Ontiveros","
                Ingrid Oliu","$5,677,043 ",71,84,18-Oct-02,"
                        Art House & International,
                        Comedy,
                        Drama",PG-13 (for sexual content and some language),"
                    93 minutes
                ","
                Real Women Have Curves",-2002
,,,,,,,,,,,,,
"
        ,
        6,811",91%,"
                Per Christian Ellefsen","
                Sven Nordin","
                Marit Pia Jacobsen","$63,227 ",50,85,29-May-02,"
                        Art House & International,
                        Comedy,
                        Drama",R (for language and some sexual content),"
                    89 minutes
                ","
                Elling",-2002
,,,,,,,,,,,,,
"
        ,
        177,590",64%,"
                Robin Williams","
                Connie Nielsen","
                Michael Vartan","$31,469,714 ",158,81,21-Aug-02,"
                        Drama,
                        Mystery & Suspense",R (for sexual content and language),"
                    98 minutes
                ","
                One Hour Photo",-2002
,,,,,,,,,,,,,
"
        ,
        6,489",92%,"
                Ricardo Darín","
                Héctor Alterio","
                Norma Aleandro",,49,86,22-Mar-02,"
                        Art House & International,
                        Comedy,
                        Drama",R (for language),"
                    124 minutes
                ","
                Son of the Bride",-2002
,,,,,,,,,,,,,
"
        ,
        16,525",65%,"
                Jennifer Westfeldt","
                Heather Juergensen","
                Tovah Feldshuh","$6,960,929 ",100,84,13-Mar-02,"
                        Comedy,
                        Romance",R (for sexual content and language),"
                    94 minutes
                ","
                Kissing Jessica Stein",-2002
,,,,,,,,,,,,,
"
        ,
        188,483",86%,"
                Tom Hanks","
                Paul Newman","
                Jennifer Jason Leigh","$104,054,514 ",172,81,12-Jul-02,"
                        Drama",R (for violence and language),"
                    116 minutes
                ","
                Road to Perdition",-2002
,,,,,,,,,,,,,
"
        ,
        25,616",81%,"
                Jamieson Price","
                Yuka Imoto","
                Keiji Kobayashi","$494,432 ",54,86,25-Jan-02,"
                        Action & Adventure,
                        Animation,
                        Drama,
                        Science Fiction & Fantasy",PG-13 (for violence and images of destruction),"
                    108 minutes
                ","
                Metropolis",-2002
,,,,,,,,,,,,,
"
        ,
        27,724",79%,"
                Ray Liotta","
                Jason Patric","
                Chi McBride","$10,237,964 ",131,83,20-Dec-02,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense","R (for strong brutal violence, drug content and pervasive language)","
                    105 minutes
                ","
                Narc",-2002
,,,,,,,,,,,,,
"
        ,
        578",59%,"
                Bill Nighy","
                Douglas Henshall","
                Tom Hollander",,45,87,1-Dec-02,"
                        Comedy,
                        Drama",R (for strong sexuality/nudity and language),"
                    86 minutes
                ","
                Lawless Heart",-2002
,,,,,,,,,,,,,
"
        ,
        61,064",70%,"
                Dennis Quaid","
                Rachel Griffiths","
                Jay Hernandez","$75,456,736 ",127,84,29-Mar-02,"
                        Drama",G,"
                    127 minutes
                ","
                The Rookie",-2002
,,,,,,,,,,,,,
"
        ,
        964,980",93%,"
                Matt Damon","
                Franka Potente","
                Chris Cooper","$121,500,000 ",156,83,14-Jun-02,"
                        Action & Adventure,
                        Mystery & Suspense",PG-13 (for violence and some language),"
                    117 minutes
                ","
                The Bourne Identity",-2002
,,,,,,,,,,,,,
"
        ,
        35,144",87%,"
                Steve Coogan","
                Shirley Henderson","
                Paddy Considine","$1,053,506 ",85,86,9-Aug-02,"
                        Comedy,
                        Drama,
                        Musical & Performing Arts","R (for strong language, drug use and sexuality)","
                    113 minutes
                ","
                24 Hour Party People",-2002
,,,,,,,,,,,,,
"
        ,
        21,006",68%,"
                Ralph Fiennes","
                Miranda Richardson","
                Gabriel Byrne","$1,278,369 ",112,85,21-May-02,"
                        Art House & International,
                        Drama,
                        Mystery & Suspense","R (for sexuality, brief violence and language)","
                    98 minutes
                ","
                Spider",-2002
,,,,,,,,,,,,,
"
        ,
        1,080",65%,"
                Hu Jingfan","
                Jingfan Hu","
                Jun Wu",,38,88,1-Jul-02,"
                        Art House & International,
                        Drama",PG (for some thematic elements),"
                    112 minutes
                ","
                Springtime in a Small Town (Xiao cheng zhi chun)",-2002
,,,,,,,,,,,,,
"
        ,
        1,149,589",80%,"
                Daniel Radcliffe","
                Emma Watson","
                Rupert Grint","$261,835,892 ",191,82,15-Nov-02,"
                        Kids & Family,
                        Science Fiction & Fantasy","PG (for scary moments, some creature violence and mild language)","
                    161 minutes
                ","
                Harry Potter and the Chamber of Secrets",-2002
,,,,,,,,,,,,,
"
        ,
        57,558",67%,"
                Billy Bob Thornton","
                Halle Berry","
                Peter Boyle","$31,252,964 ",121,85,1-Feb-02,"
                        Drama,
                        Mystery & Suspense,
                        Romance","R (Rated R for strong sexual content, language and violence.)","
                    111 minutes
                ","
                Monster's Ball",-2002
,,,,,,,,,,,,,
"
        ,
        4,649",90%,"
                John Stirratt","
                Jeff Tweedy","
                John Stirratt",,52,88,1-Apr-03,"
                        Documentary,
                        Musical & Performing Arts",NR,"
                    92 minutes
                ","
                I Am Trying to Break Your Heart",-2002
,,,,,,,,,,,,,
"
        ,
        5,273",63%,"
                Catherine Keener","
                Brenda Blethyn","
                Emily Mortimer","$4,186,931 ",105,86,2-Aug-02,"
                        Art House & International,
                        Comedy,
                        Drama",R (for language and nudity),"
                    89 minutes
                ","
                Lovely & Amazing",-2002
,,,,,,,,,,,,,
"
        ,
        1,092",79%,"
                Lior Ashkenazi","
                Ronit Elkabetz","
                Moni Moshonov","$1,188,608 ",56,88,17-May-02,"
                        Art House & International,
                        Comedy,
                        Drama",NR,"
                    102 minutes
                ","
                Late Marriage",-2002
,,,,,,,,,,,,,
"
        ,
        466,611",77%,"
                Daveigh Chase","
                Tia Carrere","
                Ving Rhames","$145,771,527 ",124,86,21-Jun-02,"
                        Action & Adventure,
                        Animation,
                        Comedy",PG (for mild sci-fi action),"
                    85 minutes
                ","
                Lilo & Stitch",-2002
,,,,,,,,,,,,,
"
        ,
        3,693",89%,"
                Hossein Abedini","
                Zahra Bahrami","
                Mohammad Amir Naji",,55,89,3-May-02,"
                        Art House & International,
                        Drama",PG (for language and brief violence),"
                    94 minutes
                ","
                Baran",-2002
,,,,,,,,,,,,,
"
        ,
        1,065",69%,"
                Marc Berman","
                Christophe Rossignon","
                Mathilde Seigner",,38,90,1-Jan-02,"
                        Art House & International,
                        Comedy,
                        Drama",NR,"
                    103 minutes
                ","
                The Girl From Paris",-2002
,,,,,,,,,,,,,
"
        ,
        90,572",74%,"
                Jack Nicholson","
                Kathy Bates","
                Hope Davis","$65,000,000 ",171,85,13-Dec-02,"
                        Comedy,
                        Drama",R (for some language and brief nudity),"
                    124 minutes
                ","
                About Schmidt",-2002
,,,,,,,,,,,,,
"
        ,
        23,717",86%,"
                Everlyn Sampi","
                Tianna Sansbury","
                Laura Monaghan","$6,031,193 ",124,87,29-Nov-02,"
                        Action & Adventure,
                        Drama",PG (for emotional thematic material),"
                    94 minutes
                ","
                Rabbit-Proof Fence",-2002
,,,,,,,,,,,,,
"
        ,
        8,197",76%,"
                Campbell Scott","
                Jesse Eisenberg","
                Isabella Rossellini","$1,169,941 ",108,88,1-Nov-02,"
                        Comedy,
                        Drama",R (for sexual content and language),"
                    104 minutes
                ","
                Roger Dodger",-2002
,,,,,,,,,,,,,
"
        ,
        9,641",80%,"
                Sergei Dontsov","
                Maria Kuznetsova","
                Mariya Kuznetsova","$37,439 ",92,89,13-Dec-02,"
                        Art House & International,
                        Drama,
                        Horror,
                        Science Fiction & Fantasy,
                        Special Interest",G,"
                    95 minutes
                ","
                Russian Ark",-2002
,,,,,,,,,,,,,
"
        ,
        574",69%,"
                Sylvie Testud","
                Julie-Marie Parmentier","
                Isabelle Renaud",,48,91,19-Apr-02,"
                        Art House & International,
                        Drama",NR,"
                    92 minutes
                ","
                Murderous Maids",-2002
,,,,,,,,,,,,,
"
        ,
        4,045",86%,"
                Bernardine Dohrn","
                Mark Rudd","
                Brian Flanagan",,52,91,25-May-04,"
                        Documentary,
                        Special Interest",NR,"
                    92 minutes
                ","
                The Weather Underground",-2002
,,,,,,,,,,,,,
"
        ,
        7,452",82%,"
                Geoffrey Rush","
                Anthony LaPaglia","
                Barbara Hershey","$4,277,569 ",93,90,25-Jan-02,"
                        Drama,
                        Mystery & Suspense",R (for language and sexuality),"
                    121 minutes
                ","
                Lantana",-2002
,,,,,,,,,,,,,
"
        ,
        767",62%,"
                Sandrine Kiberlain","
                Nicole Garcia","
                Mathilde Seigner",,47,92,15-Mar-02,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Mystery & Suspense",NR,"
                    102 minutes
                ","
                Alias Betty (Betty Fisher and Other Stories)(Betty Fisher et autres histoires)",-2002
,,,,,,,,,,,,,
"
        ,
        3,191",89%,"
                Richard 'Pistol' Allen","
                Jack ""Black Jack"" Ashford","
                Bob Babbitt","$1,234,246 ",83,91,15-Nov-02,"
                        Documentary,
                        Musical & Performing Arts",PG (for language and thematic elements),"
                    108 minutes
                ","
                Standing in the Shadows of Motown",-2002
,,,,,,,,,,,,,
"
        ,
        13,839",94%,"
                Ricardo Darín","
                Gastón Pauls","
                Leticia Brédice","$1,078,919 ",86,91,1-Oct-02,"
                        Drama,
                        Mystery & Suspense",R (for language),"
                    115 minutes
                ","
                Nine Queens (Nueve reinas)",-2002
,,,,,,,,,,,,,
"
        ,
        5,491",82%,"
                Natar Ungalaaq","
                Pakkak Innukshuk","
                Lucy Tulugarjuk","$2,603,453 ",86,91,5-Apr-02,"
                        Action & Adventure,
                        Art House & International,
                        Drama",R (for some sexuality/nudity and violence),"
                    161 minutes
                ","
                Atanarjuat: The Fast Runner (Atanarjuat)",-2002
,,,,,,,,,,,,,
"
        ,
        439,177",83%,"
                Renée Zellweger","
                Catherine Zeta-Jones","
                Richard Gere",,212,86,27-Dec-02,"
                        Comedy,
                        Drama,
                        Musical & Performing Arts","PG-13 (for sexual content and dialogue, violence and thematic elements)","
                    113 minutes
                ","
                Chicago",-2002
,,,,,,,,,,,,,
"
        ,
        4,744",93%,"
                Q-Bert","
                GrandWizzard Theodore","
                Yoga Frog",,43,93,17-Sep-02,"
                        Documentary,
                        Musical & Performing Arts",R (for language),"
                    90 minutes
                ","
                Scratch",-2002
,,,,,,,,,,,,,
"
        ,
        4,687",80%,"
                Robert Evans","
                Phyllis George","
                Mia Farrow","$1,332,561 ",102,91,16-Aug-02,"
                        Documentary,
                        Drama,
                        Special Interest,
                        Television",R (for language and some brief violent and sexual images),"
                    94 minutes
                ","
                The Kid Stays in the Picture",-2002
,,,,,,,,,,,,,
"
        ,
        9,276",91%,"
                James Nesbitt","
                Tim Pigott-Smith","
                Allan Gildea","$800,000 ",96,92,11-Oct-02,"
                        Drama",R (for violence and language),"
                    107 minutes
                ","
                Bloody Sunday",-2002
,,,,,,,,,,,,,
"
        ,
        62,626",95%,"
                Tony Leung Chiu Wai","
                Tony Leung Ka Fai","
                Andy Lau",,58,94,12-Dec-02,"
                        Art House & International,
                        Drama,
                        Mystery & Suspense",R (for violence),"
                    101 minutes
                ","
                Mou gaan dou (Infernal Affairs)",-2002
,,,,,,,,,,,,,
"
        ,
        52,878",93%,"
                Javier Cámara","
                Darío Grandinetti","
                Leonor Watling","$9,031,416 ",119,92,22-Nov-02,"
                        Art House & International,
                        Drama,
                        Romance","R (for nudity, sexual content and some language)","
                    114 minutes
                ","
                Talk to Her",-2002
,,,,,,,,,,,,,
"
        ,
        34,296,340",67%,"
                Tobey Maguire","
                Kirsten Dunst","
                Willem Dafoe","$403,706,375 ",213,89,3-May-02,"
                        Action & Adventure,
                        Mystery & Suspense,
                        Science Fiction & Fantasy",PG-13 (for stylized violence and action),"
                    121 minutes
                ","
                Spider-Man",-2002
,,,,,,,,,,,,,
"
        ,
        4,191",90%,"
                Paprika Steen","
                Mads Mikkelsen","
                Nikolaj Lie Kaas",,54,95,23-Aug-02,"
                        Drama,
                        Romance",R (for language and sexuality),"
                    113 minutes
                ","
                Open Hearts (Elsker Dig For Evigt)",-2002
,,,,,,,,,,,,,
"
        ,
        1,188",75%,"
                Alexander Haig","
                Gen. Brent Scowcroft","
                Seymour Hersch",,55,95,25-Sep-02,"
                        Documentary,
                        Special Interest",NR,"
                    80 minutes
                ","
                The Trials of Henry Kissinger",-2002
,,,,,,,,,,,,,
"
        ,
        2,610",96%,"
                Yarko","
                Daniel","
                Mahmoud",,45,96,22-Mar-02,"
                        Documentary,
                        Drama,
                        Special Interest",NR,"
                    116 minutes
                ","
                Promises",-2002
,,,,,,,,,,,,,
"
        ,
        188,351",85%,"
                Nicolas Cage","
                Meryl Streep","
                Chris Cooper","$22,184,735 ",184,91,6-Dec-02,"
                        Comedy,
                        Drama","R (for language, sexuality, some drug use and violent images)","
                    114 minutes
                ","
                Adaptation",-2002
,,,,,,,,,,,,,
"
        ,
        104,854",77%,"
                Al Pacino","
                Robin Williams","
                Hilary Swank","$67,300,000 ",183,92,24-May-02,"
                        Drama,
                        Mystery & Suspense","R (for language, some violence and brief nudity)","
                    118 minutes
                ","
                Insomnia",-2002
,,,,,,,,,,,,,
"
        ,
        27,522",87%,"
                Naseeruddin Shah","
                Lillete Dubey","
                Shefali Shetty","$14,000,000 ",114,95,22-Feb-02,"
                        Comedy,
                        Drama,
                        Romance","R (for language, including some sex related dialogue)","
                    114 minutes
                ","
                Monsoon Wedding",-2002
,,,,,,,,,,,,,
"
        ,
        480,754",80%,"
                Tom Cruise","
                Colin Farrell","
                Samantha Morton","$132,000,000 ",223,91,21-Jun-02,"
                        Action & Adventure,
                        Mystery & Suspense,
                        Science Fiction & Fantasy","PG-13 (for violence, brief language, some sexuality and drug content)","
                    140 minutes
                ","
                Minority Report",-2002
,,,,,,,,,,,,,
"
        ,
        31,163,900",54%,"
                Hugh Grant","
                Toni Collette","
                Rachel Weisz","$40,566,655 ",173,93,17-May-02,"
                        Comedy,
                        Drama,
                        Romance",PG-13 (for brief strong language and some thematic elements),"
                    101 minutes
                ","
                About a Boy",-2002
,,,,,,,,,,,,,
"
        ,
        5,760",82%,"
                Vincent Cassel","
                Emmanuelle Devos","
                Olivier Gourmet","$1,177,985 ",93,97,19-Jul-02,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Mystery & Suspense","R (for language, violence and some sexual content)","
                    115 minutes
                ","
                Read My Lips",-2002
,,,,,,,,,,,,,
"
        ,
        202,893",82%,"
                Michael Moore","
                Charlton Heston","
                Marilyn Manson","$21,300,000 ",157,95,11-Oct-02,"
                        Documentary,
                        Special Interest",R (for some violent images and language),"
                    123 minutes
                ","
                Bowling for Columbine",-2002
,,,,,,,,,,,,,
"
        ,
        7,538",90%,"
                Markku Peltola","
                Kati Outinen","
                Juhani Niemelä","$794,306 ",95,98,30-Aug-02,"
                        Art House & International,
                        Comedy,
                        Drama",PG (for some violence),"
                    97 minutes
                ","
                The Man Without a Past",-2002
,,,,,,,,,,,,,
"
        ,
        252,502",95%,"
                Adrien Brody","
                Emilia Fox","
                Thomas Kretschmann","$32,519,322 ",171,96,27-Dec-02,"
                        Drama",R (for violence and brief strong language),"
                    148 minutes
                ","
                The Pianist",-2002
,,,,,,,,,,,,,
"
        ,
        747,841",89%,"
                Leonardo DiCaprio","
                Tom Hanks","
                Christopher Walken","$164,400,000 ",189,96,25-Dec-02,"
                        Action & Adventure,
                        Drama",PG-13 (for some sexual content and brief language),"
                    140 minutes
                ","
                Catch Me If You Can",-2002
,,,,,,,,,,,,,
"
        ,
        10,993",83%,"
                Harry Altman","
                Angela Arenivar","
                Ted Brigham","$5,530,123 ",136,98,20-Jan-04,"
                        Documentary,
                        Special Interest",G,"
                    97 minutes
                ","
                Spellbound",-2002
,,,,,,,,,,,,,
"
        ,
        335,242",96%,"
                Rumi Hiiragi","
                Miyu Irino","
                Mari Natsuki","$9,855,615 ",177,97,20-Sep-02,"
                        Animation,
                        Drama,
                        Kids & Family,
                        Science Fiction & Fantasy",PG (for some scary moments),"
                    124 minutes
                ","
                Spirited Away",-2002
,,,,,,,,,,,,,
"
        ,
        1,340,381",95%,"
                Elijah Wood","
                Ian McKellen","
                Viggo Mortensen","$339,700,000 ",238,95,12-Dec-02,"
                        Action & Adventure,
                        Classics,
                        Drama,
                        Science Fiction & Fantasy",PG-13 (for epic battle sequences and scary images),"
                    180 minutes
                ","
                The Lord of the Rings: The Two Towers",-2002
,,,,,,,,,,,,,
"
        ,
        34,587",86%,"
                Romain Duris","
                Judith Godrèche","
                Audrey Tautou","$3,752,818 ",70,77,16-May-03,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Romance",R (for language and sexual content),"
                    115 minutes
                ","
                L'Auberge Espagnole",-2003
,,,,,,,,,,,,,
"
        ,
        482",73%,"
                Mark 'Gator' Rogowski","
                Tony Hawk","
                Stacy Peralta",,37,79,17-Feb-04,"
                        Documentary,
                        Drama,
                        Sports & Fitness",R (for language and some sexual content),"
                    81 minutes
                ","
                Stoked: The Rise and Fall of Gator",-2003
,,,,,,,,,,,,,
"
        ,
        941,894",72%,"
                Keanu Reeves","
                Laurence Fishburne","
                Carrie-Anne Moss","$281,500,000 ",179,73,7-May-03,"
                        Mystery & Suspense,
                        Science Fiction & Fantasy",R (for sci-fi violence and some sexuality),"
                    138 minutes
                ","
                The Matrix Reloaded",-2003
,,,,,,,,,,,,,
"
        ,
        66,556",48%,"
                George Clooney","
                Catherine Zeta-Jones","
                Cedric the Entertainer","$35,096,190 ",138,75,10-Oct-03,"
                        Comedy,
                        Romance","PG-13 (for sexual content, language and brief violence)","
                    100 minutes
                ","
                Intolerable Cruelty",-2003
,,,,,,,,,,,,,
"
        ,
        55,631",79%,"
                Bruce Campbell","
                Ossie Davis","
                Bob Ivy",,83,78,2-Oct-03,"
                        Comedy,
                        Horror","R (for language, some sexual content and brief violent images)","
                    92 minutes
                ","
                Bubba Ho-Tep",-2003
,,,,,,,,,,,,,
"
        ,
        563",62%,"
                Valérie Lemercier","
                Vincent Lindon","
                Hélène de Saint-Père",,43,80,2-May-03,"
                        Drama,
                        Romance",NR,"
                    90 minutes
                ","
                Friday Night",-2003
,,,,,,,,,,,,,
"
        ,
        6,492",75%,"
                Philip Seymour Hoffman","
                Minnie Driver","
                John Hurt","$726,886 ",74,79,2-May-03,"
                        Art House & International,
                        Drama,
                        Mystery & Suspense",R (for language and some sexuality),"
                    104 minutes
                ","
                Owning Mahowny",-2003
,,,,,,,,,,,,,
"
        ,
        5,037",86%,"
                Javier Bardem","
                Luis Tosar","
                José Ángel Egido",,55,80,25-Jul-03,"
                        Comedy,
                        Drama",R (for language),"
                    113 minutes
                ","
                Mondays in the Sun (Los Lunes al sol)",-2003
,,,,,,,,,,,,,
"
        ,
        211,773",76%,"
                Shia LaBeouf","
                Sigourney Weaver","
                Jon Voight","$67,325,559 ",104,78,18-Apr-03,"
                        Action & Adventure,
                        Comedy,
                        Kids & Family,
                        Mystery & Suspense","PG (for violence, mild language and some thematic elements)","
                    118 minutes
                ","
                Holes",-2003
,,,,,,,,,,,,,
"
        ,
        630",71%,"
                Michael Idemoto","
                Eugenia Yuan","
                Matt Westmore",,35,81,2-May-03,"
                        Art House & International,
                        Drama",R,"
                    85 minutes
                ","
                Charlotte Sometimes",-2003
,,,,,,,,,,,,,
"
        ,
        19,204",69%,"
                William H. Macy","
                Alec Baldwin","
                Maria Bello","$8,179,538 ",131,77,26-Nov-03,"
                        Drama,
                        Romance","R (for strong sexuality, violence, language and some drug use)","
                    103 minutes
                ","
                The Cooler",-2003
,,,,,,,,,,,,,
"
        ,
        426,876",74%,"
                Jeremy Sumpter","
                Rachel Hurd-Wood","
                Jason Isaacs","$48,417,850 ",111,78,25-Dec-03,"
                        Kids & Family,
                        Science Fiction & Fantasy",PG (for adventure action sequences and peril),"
                    113 minutes
                ","
                Peter Pan",-2003
,,,,,,,,,,,,,
"
        ,
        7,661",76%,"
                Romola Garai","
                Rose Byrne","
                Henry Thomas","$967,506 ",66,80,11-Jul-03,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Romance",R (for brief nudity),"
                    111 minutes
                ","
                I Capture the Castle",-2003
,,,,,,,,,,,,,
"
        ,
        6,967",62%,"
                Nick Nolte","
                Tcheky Karyo","
                Nutsa Kukhianidze","$3,416,785 ",113,78,2-Apr-03,"
                        Action & Adventure,
                        Art House & International,
                        Drama,
                        Mystery & Suspense","R (for language, sexuality, drug content and some violence)","
                    108 minutes
                ","
                The Good Thief",-2003
,,,,,,,,,,,,,
"
        ,
        497,776",89%,"
                Ewan McGregor","
                Albert Finney","
                Billy Crudup","$66,257,002 ",166,76,10-Dec-03,"
                        Comedy,
                        Drama","PG-13 (for a fight scene, some images of nudity and a suggestive reference)","
                    125 minutes
                ","
                Big Fish",-2003
,,,,,,,,,,,,,
"
        ,
        2,297",78%,"
                Elia Suleiman","
                Manal Khader","
                Nayef Fahoum Daher",,56,81,17-Jan-03,"
                        Comedy",NR,"
                    92 minutes
                ","
                Divine Intervention",-2003
,,,,,,,,,,,,,
"
        ,
        58,696",75%,"
                Sam Rockwell","
                Drew Barrymore","
                George Clooney",,127,78,15-Aug-03,"
                        Comedy,
                        Drama,
                        Mystery & Suspense","R (for language, sexual content and violence)","
                    124 minutes
                ","
                Confessions of a Dangerous Mind",-2003
,,,,,,,,,,,,,
"
        ,
        6,472",67%,"
                Lewis Abernathy","
                Bill Paxton","
                Federico Zambrano","$16,302,332 ",82,80,27-Apr-04,"
                        Comedy,
                        Documentary,
                        Science Fiction & Fantasy,
                        Special Interest",G (for thematic elements),"
                    59 minutes
                ","
                Ghosts of the Abyss",-2003
,,,,,,,,,,,,,
"
        ,
        80,058",85%,"
                Edward Norton","
                Barry Pepper","
                Philip Seymour Hoffman",,133,78,10-Jan-03,"
                        Drama",R (for strong language and some violence),"
                    134 minutes
                ","
                25th Hour",-2003
,,,,,,,,,,,,,
