no_reviews,ranks,ratings,t_links,titles
166,94., 75%,/m/greenberg,Greenberg (2010)
43,95., 79%,/m/how_i_ended_this_summer,How I Ended This Summer (2010)
65,96., 78%,/m/red_hill_2010,Red Hill (2010)
186,97., 74%,/m/1208173-splice,Splice (2010)
59,98., 78%,/m/girl_on_the_train,The Girl on the Train (La Fille du RER) (2010)
50,99., 78%,/m/oss_117_lost_in_rio,OSS 117: Rio ne répond plus (Lost in Rio) (2010)
118,100., 75%,/m/nanny_mcphee_returns,Nanny McPhee Returns (2010)
288,1., 98%,/m/up,Up (2009)
262,2., 97%,/m/hurt_locker,The Hurt Locker (2009)
338,3., 94%,/m/star_trek_11,Star Trek (2009)
136,4., 98%,/m/anvil_the_story_of_anvil,Anvil! The Story of Anvil (2009)
60,5., 100%,/m/afghan_star,Afghan Star (2009)
185,6., 95%,/m/an_education,An Education (2009)
258,7., 92%,/m/drag_me_to_hell,Drag Me to Hell (2009)
228,8., 93%,/m/1197696-fantastic_mr_fox,Fantastic Mr. Fox (2009)
276,9., 91%,/m/up_in_the_air_2009,Up in the Air (2009)
302,10., 90%,/m/district_9,District 9 (2009)
171,11., 94%,/m/in_the_loop,In the Loop (2009)
40,12., 98%,/m/song_of_sparrows,Avaze gonjeshk-ha (The Song of Sparrows) (2009)
59,13., 97%,/m/sweetgrass,Sweetgrass (2009)
262,14., 90%,/m/coraline,Coraline (2009)
82,15., 96%,/m/10009738-revanche,Revanche (2009)
227,16., 91%,/m/precious,Precious: Based on the Novel Push by Sapphire (2009)
314,17., 88%,/m/inglourious_basterds,Inglourious Basterds (2009)
109,18., 95%,/m/food_inc,"Food, Inc. (2009)"
128,19., 94%,/m/1208882-cove,The Cove (2009)
70,20., 96%,/m/tulpan,Tulpan (2009)
241,21., 90%,/m/zombieland,Zombieland (2009)
203,22., 91%,/m/crazy_heart,Crazy Heart (2009)
55,23., 96%,/m/daniel_ellsberg_doc,Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers (2009)
82,24., 95%,/m/good_hair,Good Hair (2009)
53,25., 96%,/m/somers_town,Somers Town (2009)
105,26., 94%,/m/goodbye_solo,Goodbye Solo (2009)
214,27., 90%,/m/a_serious_man,A Serious Man (2009)
64,28., 95%,/m/10011003-crude,Crude (2009)
63,29., 95%,/m/1209767-mary_and_max,Mary and Max (2009)
57,30., 95%,/m/of_time_and_the_city,Of Time and the City (2009)
84,31., 94%,/m/tokyo_sonata,Tokyo Sonata (Tokyo Sonata) (2009)
105,32., 93%,/m/summer_hours,L'Heure d'été (Summer Hours) (2009)
163,33., 91%,/m/ponyo,Ponyo (2009)
131,34., 92%,/m/damned_united,The Damned United (2009)
65,35., 94%,/m/1207748-katyn,Katyn (2009)
48,36., 94%,/m/1203291-under_the_sea_3d,Under the Sea 3D (2009)
189,37., 89%,/m/10009075-moon,Moon (2009)
69,38., 93%,/m/yoo_hoo_mrs_goldberg,"Yoo-hoo, Mrs. Goldberg (2009)"
68,39., 93%,/m/la_nana,La Nana (The Maid) (2009)
68,40., 93%,/m/etz_limon,Etz Limon (Lemon Tree) (2009)
213,41., 88%,/m/adventureland,Adventureland (2009)
96,42., 92%,/m/every_little_step,Every Little Step (2009)
158,43., 89%,/m/10011016-messenger,The Messenger (2009)
124,44., 90%,/m/1200841-hunger,Hunger (2009)
115,45., 90%,/m/red_cliff,Red Cliff (Chi Bi) (2009)
48,46., 92%,/m/il_divo,Il Divo (2009)
102,47., 90%,/m/everlasting_moments,Maria Larssons eviga ögonblick (Everlasting Moments) (Maria Larsson's Everlasting Moment) (2009)
299,48., 83%,/m/avatar,Avatar (2009)
269,49., 84%,/m/harry_potter_and_the_half_blood_prince,Harry Potter and the Half-Blood Prince (2009)
116,50., 89%,/m/1213731-worlds_greatest_dad,World's Greatest Dad (2009)
221,51., 85%,/m/500_days_of_summer,500 Days of Summer (2009)
181,52., 86%,/m/the_girl_with_the_dragon_tattoo_2009,The Girl with the Dragon Tattoo (2009)
93,53., 89%,/m/seraphine,Séraphine (2009)
118,54., 88%,/m/10009823-sin_nombre,Sin Nombre (2009)
141,55., 87%,/m/1196077-cloudy_with_a_chance_of_meatballs,Cloudy With a Chance of Meatballs (2009)
191,56., 85%,/m/1196003-princess_and_the_frog,The Princess and the Frog (2009)
182,57., 85%,/m/1218217-single_man,A Single Man (2009)
153,58., 86%,/m/1203732-me_and_orson_welles,Me and Orson Welles (2009)
209,59., 84%,/m/1193230-state_of_play,State of Play (2009)
141,60., 86%,/m/bad_lieutenant_port_of_call_new_orleans,Bad Lieutenant: Port of Call New Orleans (2009)
181,61., 84%,/m/whip_it,Whip It (2009)
64,62., 88%,/m/mid_august_lunch,Pranzo di Ferragosto (Mid-August Lunch) (2009)
204,63., 83%,/m/i_love_you_man,"I Love You, Man (2009)"
142,64., 85%,/m/white_ribbon,The White Ribbon (Das weisse Band) (2009)
141,65., 85%,/m/1208128-tyson,Tyson (2009)
193,66., 83%,/m/paranormal_activity,Paranormal Activity (2009)
71,67., 87%,/m/1215792-amreeka,Amreeka (2009)
95,68., 86%,/m/house_of_the_devil,The House of the Devil (2009)
93,69., 86%,/m/disneynature_earth_2009,Disneynature Earth (2009)
61,70., 87%,/m/treeless_mountain,Treeless Mountain (2009)
87,71., 86%,/m/1213684-big_fan,Big Fan (2009)
52,72., 87%,/m/la-danse----le-ballet-de-lopera-de-paris,La Danse -- Le Ballet de l'Opera de Paris (2009)
165,73., 83%,/m/bright_star,Bright Star (2009)
63,74., 86%,/m/10011284-skin,Skin (2009)
229,75., 80%,/m/gran_torino,Gran Torino (2009)
182,76., 81%,/m/michael_jackson_this_is_it,Michael Jackson's This Is It (2009)
233,77., 79%,/m/10010667-hangover,The Hangover (2009)
112,78., 83%,/m/september_issue,The September Issue (2009)
221,79., 79%,/m/1200661-informant,The Informant! (2009)
74,80., 84%,/m/soul_power,Soul Power (2009)
151,81., 81%,/m/broken_embraces,Broken Embraces (2009)
84,82., 83%,/m/pontypool,Pontypool (2009)
111,83., 82%,/m/10011304-thirst,Bakjwi (Thirst) (2009)
63,84., 83%,/m/black_dynamite,Black Dynamite (2009)
48,85., 83%,/m/1213732-no_impact_man,No Impact Man: The Documentary (2009)
135,86., 80%,/m/humpday,Humpday (2009)
41,87., 83%,/m/10011949-collapse,Collapse (2009)
99,88., 81%,/m/bandslam,Bandslam (2009)
236,89., 76%,/m/invictus,Invictus (2009)
217,90., 76%,/m/julie_and_julia,Julie & Julia (2009)
70,91., 81%,/m/a_town_called_panic,A Town Called Panic (Panique au village) (2009)
112,92., 79%,/m/it_might_get_loud,It Might Get Loud (2009)
106,93., 79%,/m/10010675-departures,Okuribito (Departures) (2009)
47,94., 81%,/m/1217389-we_live_in_public,We Live in Public (2009)
40,95., 80%,/m/1212111-triangle,Triangle (2009)
209,96., 74%,/m/10009460-the_road,The Road (2009)
180,97., 75%,/m/capitalism_a_love_story,Capitalism: A Love Story (2009)
150,98., 76%,/m/young_victoria,The Young Victoria (2009)
258,99., 72%,/m/where_the_wild_things_are,Where the Wild Things Are (2009)
47,100., 79%,/m/1212593-end_of_the_line,The End of the Line (2009)
326,1., 94%,/m/the_dark_knight,The Dark Knight (2008)
223,2., 98%,/m/the_wrestler,The Wrestler (2008)
157,3., 100%,/m/man_on_wire,Man on Wire (2008)
249,4., 96%,/m/wall_e,WALL-E (2008)
183,5., 98%,/m/let_the_right_one_in,Let the Right One In (2008)
268,6., 94%,/m/iron_man,Iron Man (2008)
234,7., 94%,/m/milk,Milk (2008)
270,8., 92%,/m/slumdog_millionaire,Slumdog Millionaire (2008)
62,9., 100%,/m/1216014-still_walking,Aruitemo Aruitemo (Still Walking) (2008)
251,10., 92%,/m/frostnixon,Frost/Nixon (2008)
147,11., 96%,/m/waltz_with_bashir,Waltz with Bashir (2008)
154,12., 95%,/m/the_class,The Class (2008)
62,13., 97%,/m/35_shots_of_rum,35 Rhums (35 Shots of Rum) (2008)
61,14., 97%,/m/burma-vj,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country) (2008)
76,15., 96%,/m/bigger_stronger_faster_asterisk,"Bigger, Stronger, Faster* (2008)"
75,16., 96%,/m/trouble_the_water,Trouble the Water (2008)
70,17., 96%,/m/les-plages-dagnes,Les Plages d'Agnès (The Beaches of Agnes) (2008)
157,18., 92%,/m/1195103-happy_go_lucky,Happy-Go-Lucky (2008)
53,19., 96%,/m/chop_shop,Chop Shop (2008)
148,20., 92%,/m/gomorrah,Gomorrah (Gomorra) (2008)
47,21., 96%,/m/the_pool,The Pool (2008)
134,22., 92%,/m/10009355-sugar,Sugar (2008)
64,23., 94%,/m/not_quite_hollywood,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)"
83,24., 93%,/m/transsiberian,Transsiberian (2008)
179,25., 89%,/m/bolt,Bolt (2008)
49,26., 94%,/m/1202867-dear_zachary,Dear Zachary: A Letter to a Son About His Father (2008)
243,27., 86%,/m/hellboy_2_the_golden_army,Hellboy II: The Golden Army (Hellboy 2) (2008)
76,28., 92%,/m/caramel,Caramel (2008)
76,29., 92%,/m/1197307-ballast,Ballast (2008)
182,30., 87%,/m/kung_fu_panda,Kung Fu Panda (2008)
117,31., 89%,/m/10008820-visitor,The Visitor (2008)
182,32., 86%,/m/1190970-ghost_town,Ghost Town (2008)
132,33., 88%,/m/frozen_river,Frozen River (2008)
126,34., 88%,/m/ive_loved_you_so_long,I've Loved You So Long (2008)
46,35., 91%,/m/10009419-mommas_man,Momma's Man (2008)
59,36., 90%,/m/grocers_son,Le fils de l'épicier (The Grocer's Son) (2008)
180,37., 85%,/m/wendy_and_lucy,Wendy and Lucy (2008)
197,38., 84%,/m/rachel_getting_married,Rachel Getting Married (2008)
238,39., 82%,/m/tropic_thunder,Tropic Thunder (2008)
41,40., 90%,/m/24_city,24 City (Er shi si cheng ji) (2008)
188,41., 84%,/m/in_bruges,In Bruges (2008)
131,42., 86%,/m/10009929-a_christmas_tale,Un Conte de Noël (A Christmas Tale) (2008)
180,43., 84%,/m/forgetting_sarah_marshall,Forgetting Sarah Marshall (2008)
124,44., 86%,/m/shine_a_light,Shine a Light (2008)
65,45., 88%,/m/i_o_u_s_a,I.O.U.S.A. (2008)
96,46., 86%,/m/gonzo-the-life-and-work-of-dr-hunter-s-thompson,Gonzo: The Life and Work of Hunter S. Thompson (2008)
70,47., 87%,/m/flammen_and_citronen,Flammen & Citronen (Flame & Citron) (The Flame and the Lemon) (2008)
41,48., 88%,/m/black_balloon,The Black Balloon (2008)
62,49., 87%,/m/meduzot,Meduzot (Jellyfish) (2008)
160,50., 83%,/m/two_lovers,Two Lovers (2008)
205,51., 81%,/m/vicky_cristina_barcelona,Vicky Cristina Barcelona (2008)
102,52., 85%,/m/mongol,Mongol (2008)
96,53., 85%,/m/lornas_silence,Lorna's Silence (2008)
64,54., 86%,/m/in_search_of_a_midnight_kiss,In Search of a Midnight Kiss (2008)
233,55., 79%,/m/burn_after_reading,Burn After Reading (2008)
107,56., 84%,/m/jcvd,JCVD (Van Dammage) (2008)
51,57., 86%,/m/beaufort,Beaufort (2008)
96,58., 84%,/m/baader_meinhof_complex,Der Baader Meinhof Komplex (The Baader Meinhof Complex) (2008)
263,59., 77%,/m/indiana_jones_and_the_kingdom_of_the_crystal_skull,Indiana Jones and the Kingdom of the Crystal Skull (2008)
211,60., 79%,/m/doubt,Doubt (2008)
48,61., 85%,/m/roman_polanski_wanted_and_desired,Roman Polanski: Wanted and Desired (2008)
51,62., 84%,/m/1216067-fifty_dead_men_walking,Fifty Dead Men Walking (2008)
145,63., 80%,/m/spiderwick_chronicles,The Spiderwick Chronicles (2008)
58,64., 83%,/m/disgrace,Disgrace (2008)
202,65., 77%,/m/cloverfield,Cloverfield (2008)
144,66., 79%,/m/1189844-the_bank_job,The Bank Job (2008)
158,67., 78%,/m/role_models,Role Models (2008)
83,68., 81%,/m/chicago_10,Chicago 10 (2008)
132,69., 79%,/m/horton-hears-a-who2008,Dr. Seuss' Horton Hears a Who! (2008)
160,70., 77%,/m/10008785-appaloosa,Appaloosa (2008)
86,71., 80%,/m/ashes_of_time_redux_2008,Ashes of Time Redux (2008)
86,72., 80%,/m/i_served_the_king_of_england,I Served the King of England (2008)
58,73., 81%,/m/nothing_but_the_truth_2008,Nothing But the Truth (2008)
57,74., 81%,/m/cherry_blossoms_hanami,Kirschblüten - Hanami (Cherry Blossoms) (2008)
103,75., 79%,/m/standard_operating_procedure,Standard Operating Procedure (2008)
52,76., 81%,/m/yella,Yella (2008)
100,77., 79%,/m/kit_kittredge_an_american_girl,Kit Kittredge: An American Girl (2008)
48,78., 81%,/m/flow_for_love_of_water,Flow: For Love of Water (2008)
146,79., 77%,/m/miss_pettigrew_lives_for_a_day,Miss Pettigrew Lives for a Day (2008)
96,80., 79%,/m/baghead,Baghead (2008)
181,81., 75%,/m/nick_and_norahs_infinite_playlist,Nick and Norah's Infinite Playlist (2008)
46,82., 80%,/m/che_part_two,Che: Part Two (Guerrilla) (2008)
242,83., 72%,/m/curious_case_of_benjamin_button,The Curious Case of Benjamin Button (2008)
45,84., 80%,/m/un_secret,Un Secret (A Secret) (2008)
43,85., 79%,/m/afterschool,Afterschool (2008)
42,86., 79%,/m/body_of_war,Body of War (2008)
60,87., 78%,/m/three_monkeys,Üç Maymun (Three Monkeys) (2008)
202,88., 71%,/m/1174279-wanted,Wanted (2008)
44,89., 77%,/m/water_lilies,Water Lilies (2008)
117,90., 74%,/m/1194209-elegy,Elegy (2008)
59,91., 76%,/m/1197120-oss_117_cairo_nest_of_spies,"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies) (2008)"
67,92., 75%,/m/10010237-tokyo,Tokyo! (2008)
86,93., 74%,/m/girl_cut_in_two,La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two) (2008)
146,94., 71%,/m/1174278-definitely_maybe,"Definitely, Maybe (2008)"
93,95., 73%,/m/under_the_same_moon_2008,Under the Same Moon (2008)
185,96., 69%,/m/synecdoche_new_york,"Synecdoche, New York (2008)"
282,97., 65%,/m/quantum_of_solace,Quantum of Solace (2008)
207,98., 68%,/m/revolutionary_road,Revolutionary Road (2008)
152,99., 70%,/m/american_teen,American Teen (2008)
225,100., 67%,/m/the_incredible_hulk,The Incredible Hulk (2008)
245,1., 96%,/m/ratatouille,Ratatouille (2007)
93,2., 100%,/m/taxi_to_the_dark_side,Taxi to the Dark Side (2007)
273,3., 93%,/m/no_country_for_old_men,No Country for Old Men (2007)
156,4., 97%,/m/once,Once (2007)
261,5., 93%,/m/bourne_ultimatum,The Bourne Ultimatum (2007)
116,6., 98%,/m/the_bands_visit,The Band's Visit (2007)
156,7., 96%,/m/persepolis,Persepolis (2007)
208,8., 94%,/m/juno,Juno (2007)
138,9., 96%,/m/4_months_3_weeks_and_2_days,"4 Months, 3 Weeks and 2 Days (2007)"
101,10., 97%,/m/king_of_kong,The King of Kong: A Fistful of Quarters (2007)
176,11., 94%,/m/gone_baby_gone,Gone Baby Gone (2007)
65,12., 98%,/m/ten_canoes,Ten Canoes (2007)
166,13., 94%,/m/the_diving_bell_and_the_butterfly_2007,The Diving Bell and the Butterfly (2007)
189,14., 93%,/m/enchanted,Enchanted (2007)
52,15., 98%,/m/devil_came_on_horseback,The Devil Came on Horseback (2007)
214,16., 92%,/m/sicko,Sicko (2007)
49,17., 98%,/m/for_the_bible_tells_me_so,For the Bible Tells Me So (2007)
45,18., 98%,/m/surfwise,Surfwise (2007)
72,19., 97%,/m/killer_of_sheep,Killer of Sheep (2007)
43,20., 98%,/m/grbavica,Grbavica (2007)
42,21., 98%,/m/10006630-life_of_reilly,The Life of Reilly (2007)
96,22., 96%,/m/no_end_in_sight,No End in Sight (2007)
143,23., 94%,/m/away_from_her,Away From Her (2007)
223,24., 91%,/m/there_will_be_blood,There Will Be Blood (2007)
112,25., 95%,/m/1174399-in_the_shadow_of_the_moon,In the Shadow of the Moon (2007)
217,26., 91%,/m/hairspray,Hairspray (2007)
239,27., 90%,/m/zodiac,Zodiac (2007)
125,28., 94%,/m/the_counterfeiters_2007,The Counterfeiters (2007)
150,29., 93%,/m/the_host_2007,The Host (2007)
202,30., 91%,/m/hot_fuzz,Hot Fuzz (2007)
110,31., 94%,/m/1194818-encounters_at_the_end_of_the_world,Encounters at the End of the World (2007)
246,32., 89%,/m/knocked_up,Knocked Up (2007)
52,33., 96%,/m/up_the_yangtze,Up the Yangtze (2007)
49,34., 96%,/m/election_2,Triad Election (Hak se wui yi wo wai kwai) (2007)
47,35., 96%,/m/nanking,Nanking (2007)
47,36., 96%,/m/1208_east_of_bucharest,12:08 East of Bucharest (A fost sau n-a fost?) (2007)
90,37., 94%,/m/1195800-my_winnipeg,My Winnipeg (2007)
198,38., 90%,/m/michael_clayton,Michael Clayton (2007)
83,39., 94%,/m/my_kid_could_paint_that,My Kid Could Paint That (2007)
162,40., 91%,/m/rescue_dawn,Rescue Dawn (2007)
216,41., 89%,/m/310_to_yuma,3:10 to Yuma (2007)
172,42., 90%,/m/waitress,Waitress (2007)
89,43., 93%,/m/this_is_england,This Is England (2007)
198,44., 89%,/m/eastern_promises,Eastern Promises (2007)
87,45., 93%,/m/u2_3d,U2 3D (2007)
221,46., 88%,/m/simpsons_movie,The Simpsons Movie (2007)
54,47., 94%,/m/lake_of_fire,Lake of Fire (2007)
167,48., 89%,/m/savages,The Savages (2007)
207,49., 87%,/m/superbad,Superbad (2007)
94,50., 91%,/m/italian,The Italian (2007)
171,51., 88%,/m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead (2007)
60,52., 92%,/m/unreasonable_man,An Unreasonable Man (2007)
223,53., 86%,/m/sweeney_todd_the_demon_barber_of_fleet_street_2007,Sweeney Todd: The Demon Barber of Fleet Street (2007)
85,54., 91%,/m/ohorten,O' Horten (2007)
52,55., 92%,/m/10009066-la_graine_et_le_mulet,La Graine et le Mulet (The Secret of the Grain) (Couscous) (2007)
70,56., 91%,/m/god_grew_tired_of_us,God Grew Tired Of Us (2007)
175,57., 87%,/m/the_orphanage,The Orphanage (2007)
167,58., 87%,/m/lookout,The Lookout (2007)
113,59., 88%,/m/wind_that_shakes_the_barley,The Wind That Shakes the Barley (2007)
49,60., 90%,/m/must-read-after-my-death,Must Read After My Death (2007)
76,61., 89%,/m/1193111-edge_of_heaven,Auf der Anderen Seite (The Edge of Heaven) (On the Other Side) (2007)
102,62., 88%,/m/youngheart,Young@Heart (2007)
64,63., 89%,/m/joe_strummer_the_future_is_unwritten,Joe Strummer: The Future Is Unwritten (2007)
88,64., 88%,/m/red_road,Red Road (2007)
112,65., 87%,/m/paris_je_taime,Paris Je T'aime (2007)
111,66., 87%,/m/control,Control (2007)
158,67., 85%,/m/bridge_to_terabithia,Bridge to Terabithia (2007)
47,68., 89%,/m/shotgun_stories,Shotgun Stories (2007)
211,69., 83%,/m/atonement,Atonement (2007)
74,70., 88%,/m/roman_de_gare,Roman de gare (2007)
99,71., 87%,/m/starting_out_in_the_evening,Starting Out in the Evening (2007)
151,72., 85%,/m/1159135-hoax,The Hoax (2007)
177,73., 84%,/m/breach,Breach (2007)
64,74., 88%,/m/into_great_silence,Into Great Silence (2007)
118,75., 86%,/m/2_days_in_paris,2 Days in Paris (2007)
59,76., 88%,/m/10008234-alexandra,Alexandra (2007)
58,77., 88%,/m/boy_a,Boy A (2007)
194,78., 83%,/m/grindhouse,Grindhouse (2007)
52,79., 88%,/m/show_business,ShowBusiness: The Road to Broadway (2007)
48,80., 88%,/m/the_witnesses_2007,The Witnesses (2007)
209,81., 82%,/m/live_free_or_die_hard,Live Free or Die Hard (2007)
43,82., 88%,/m/syndromes_and_a_century,Syndromes and a Century (2007)
70,83., 87%,/m/time_crimes,Los Cronocrímenes (Timecrimes) (2007)
42,84., 88%,/m/the_real_dirt_on_farmer_john_2007,The Real Dirt on Farmer John (2007)
40,85., 88%,/m/time_and_winds,Times and Winds (Bes vakit) (2007)
198,86., 82%,/m/charlie_wilsons_war,Charlie Wilson's War (2007)
194,87., 82%,/m/into_the_wild,Into the Wild (2007)
112,88., 84%,/m/rocket_science,Rocket Science (2007)
51,89., 86%,/m/gypsy_caravan_when_the_road_bends,When the Road Bends: Tales of a Gypsy Caravan (2007)
211,90., 80%,/m/american_gangster,American Gangster (2007)
43,91., 86%,/m/10008699-terrors_advocate,L' Avocat de la Terreur (Terror's Advocate) (2007)
62,92., 85%,/m/mio_fratello_e_figlio_unico,Mio Fratello è Figlio Unico (My Brother Is an Only Child) (2007)
137,93., 82%,/m/1175569-lars_and_the_real_girl,Lars and the Real Girl (2007)
245,94., 78%,/m/harry_potter_and_the_order_of_the_phoenix,Harry Potter and the Order of the Phoenix (2007)
47,95., 85%,/m/wardance,War Dance (2007)
128,96., 82%,/m/talk_to_me,Talk to Me (2007)
61,97., 84%,/m/manufactured_landscapes,Manufactured Landscapes (2007)
194,98., 79%,/m/mighty_heart,A Mighty Heart (2007)
44,99., 84%,/m/xxy,XXY (2007)
172,100., 79%,/m/1408,1408 (2007)
189,1., 97%,/m/queen,The Queen (2006)
229,2., 95%,/m/pans_labyrinth,Pan's Labyrinth (2006)
250,3., 94%,/m/casino_royale,Casino Royale (2006)
73,4., 100%,/m/deliver_us_from_evil,Deliver Us from Evil (2006)
242,5., 92%,/m/children_of_men,Children of Men (2006)
267,6., 91%,/m/departed,The Departed (2006)
64,7., 98%,/m/war_tapes,The War Tapes (2006)
51,8., 98%,/m/blindsight,Blindsight (2006)
50,9., 98%,/m/mountain_patrol_2006,Mountain Patrol (Kekexili) (2006)
121,10., 95%,/m/wordplay,Wordplay (2006)
218,11., 91%,/m/borat,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
161,12., 93%,/m/inconvenient_truth,An Inconvenient Truth (2006)
212,13., 91%,/m/little_miss_sunshine,Little Miss Sunshine (2006)
199,14., 91%,/m/letters_from_iwo_jima,Letters from Iwo Jima (2006)
110,15., 94%,/m/ne_le_dis_a_personne,Ne le Dis à Personne (Tell No One) (2006)
55,16., 96%,/m/10008507-deep_water,Deep Water (2006)
156,17., 92%,/m/the_lives_of_others,The Lives of Others (2006)
208,18., 90%,/m/united_93,United 93 (2006)
66,19., 95%,/m/49_up,49 Up (2006)
167,20., 91%,/m/volver,Volver (2006)
84,21., 94%,/m/offside,Offside (2006)
126,22., 92%,/m/block_party,Dave Chappelle's Block Party (2006)
50,23., 94%,/m/jonestown_the_life_and_death_of_peoples_temple,American Experience (2006)
156,24., 90%,/m/half_nelson,Half Nelson (2006)
76,25., 93%,/m/the_death_of_mr_lazarescu,The Death of Mr. Lazarescu (2006)
68,26., 93%,/m/lassie,Lassie (2006)
45,27., 93%,/m/blame_it_on_fidel,Blame It on Fidel (La Faute a Fidel) (2006)
150,28., 89%,/m/venus,Venus (2006)
63,29., 92%,/m/1153570-fateless,Fateless (2006)
50,30., 92%,/m/sanxia-haoren-still-life,Still Life (Sanxia Haoren) (2006)
182,31., 87%,/m/last_king_of_scotland,The Last King of Scotland (2006)
98,32., 90%,/m/heart_of_gold,Neil Young: Heart of Gold (2006)
202,33., 86%,/m/inside_man,Inside Man (2006)
172,34., 87%,/m/notes_on_a_scandal,Notes on a Scandal (2006)
66,35., 91%,/m/iraq_in_fragments,Iraq in Fragments (2006)
58,36., 91%,/m/brand_upon_the_brain,Brand Upon the Brain! (2006)
110,37., 89%,/m/1158179-devil_and_daniel_johnston,The Devil and Daniel Johnston (2006)
105,38., 89%,/m/who_killed_the_electric_car,Who Killed the Electric Car? (2006)
78,39., 90%,/m/starter_for_ten,Starter for 10 (2006)
180,40., 86%,/m/thank_you_for_smoking,Thank You for Smoking (2006)
73,41., 90%,/m/duck_season_2006,Duck Season (Temporada de patos) (2006)
125,42., 88%,/m/dixie_chicks_shut_up_and_sing,Dixie Chicks - Shut Up and Sing (2006)
104,43., 88%,/m/after_the_wedding,Efter brylluppet (After the Wedding) (2006)
50,44., 90%,/m/stephanie_daley,Stephanie Daley (2006)
128,45., 87%,/m/namesake,The Namesake (2006)
172,46., 85%,/m/descent,The Descent (2006)
137,47., 86%,/m/slither,Slither (2006)
80,48., 88%,/m/1196293-reprise,Reprise (2006)
53,49., 89%,/m/sir_no_sir,Sir! No Sir! (2006)
102,50., 87%,/m/jesus_camp,Jesus Camp (2006)
95,51., 87%,/m/sophie_scholl_die_letzten_tage,Sophie Scholl: The Final Days (2006)
142,52., 85%,/m/three_burials_of_melquiades_estrada,The Three Burials of Melquiades Estrada (2006)
48,53., 88%,/m/maxed-out,Maxed Out (2006)
48,54., 88%,/m/man_push_cart,Man Push Cart (2006)
96,55., 86%,/m/quinceanera,Quinceañera (2006)
95,56., 86%,/m/road_to_guantanamo,The Road To Guantanamo (2006)
138,57., 84%,/m/akeelah_and_the_bee,Akeelah and the Bee (2006)
110,58., 85%,/m/lenfant_2006,L'Enfant (2006)
54,59., 87%,/m/the_beauty_academy_of_kabul_2006,The Beauty Academy of Kabul (2006)
53,60., 87%,/m/mutual_appreciation,Mutual Appreciation (2006)
47,61., 87%,/m/el_aura,El Aura (The Aura) (2006)
46,62., 87%,/m/the_ground_truth,The Ground Truth (2006)
117,63., 84%,/m/this_film_is_not_yet_rated,This Film Is Not Yet Rated (2006)
194,64., 81%,/m/prairie_home_companion,A Prairie Home Companion (2006)
73,65., 85%,/m/sweet_land,Sweet Land (2006)
43,66., 86%,/m/kraska-v-nesnazich-beauty-in-trouble,Kráska v Nesnázích (Beauty in Trouble) (2006)
66,67., 85%,/m/air_guitar_nation,Air Guitar Nation (2006)
89,68., 84%,/m/old_joy,Old Joy (2006)
129,69., 82%,/m/tsotsi,Tsotsi (Thug) (2006)
88,70., 83%,/m/paprika,Paprika (2006)
56,71., 84%,/m/bamako_2007,Bamako (2006)
161,72., 80%,/m/little_children,Little Children (2006)
50,73., 84%,/m/10006485-black_gold,Independent Lens (2006)
203,74., 78%,/m/dreamgirls,Dreamgirls (2006)
53,75., 83%,/m/the_year_my_parents_went_on_vacation,The Year My Parents Went on Vacation (O Ano em Que Meus Pais Saíram de Férias) (2006)
48,76., 83%,/m/come_early_morning,Come Early Morning (2006)
260,77., 75%,/m/superman_returns,Superman Returns (2006)
145,78., 79%,/m/charlottes_web,Charlotte's Web (2006)
115,79., 80%,/m/district_b13,District B13 (Banlieue 13) (2006)
140,80., 79%,/m/brick,Brick (2006)
60,81., 82%,/m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006)
79,82., 81%,/m/sketches_of_frank_gehry,Sketches of Frank Gehry (2006)
73,83., 81%,/m/priceless,Priceless (2006)
113,84., 79%,/m/1155622-why_we_fight,Why We Fight (2006)
76,85., 80%,/m/riding_alone_for_thousands_of_miles,Riding Alone for Thousands of Miles (2006)
47,86., 81%,/m/taxidermia,Taxidermia (2006)
177,87., 76%,/m/rocky_balboa,Rocky Balboa (2006)
64,88., 80%,/m/exiled,Fong juk (Exiled) (2006)
191,89., 75%,/m/prestige,The Prestige (2006)
191,90., 75%,/m/the_devil_wears_prada,The Devil Wears Prada (2006)
244,91., 73%,/m/v_for_vendetta,V for Vendetta (2006)
137,92., 77%,/m/transamerica,Transamerica (2006)
70,93., 79%,/m/house_of_sand,House of Sand (2006)
198,94., 74%,/m/cars,Cars (2006)
144,95., 76%,/m/catch_a_fire,Catch a Fire (2006)
169,96., 75%,/m/over_the_hedge,Over the Hedge (2006)
189,97., 74%,/m/illusionist,The Illusionist (2006)
162,98., 75%,/m/happy_feet,Happy Feet (2006)
52,99., 79%,/m/ghosts_of_cite_soleil,Ghosts of Cité Soleil (2006)
153,100., 75%,/m/10004925-matador,The Matador (2006)
138,1., 98%,/m/murderball,Murderball (2005)
