no_reviews,ranks,ratings,t_links,titles
54,40., 72%,/m/1078955-game,The Game (1997)
50,41., 72%,/m/in_and_out,In & Out (1997)
55,42., 71%,/m/romy_and_micheles_high_school_reunion,Romy and Michele's High School Reunion (1997)
60,43., 70%,/m/austin_powers_international_man_of_mystery,Austin Powers: International Man of Mystery (1997)
53,44., 66%,/m/the_pillow_book,The Pillow Book (1997)
50,45., 66%,/m/devils_advocate,The Devil's Advocate (1997)
41,46., 66%,/m/shes_so_lovely,She's So Lovely (1997)
40,47., 65%,/m/1073427-selena,Selena (1997)
62,48., 63%,/m/1078021-contact,Contact (1997)
60,49., 63%,/m/starship_troopers,Starship Troopers (1997)
48,50., 63%,/m/zero_effect,Zero Effect (1997)
50,51., 60%,/m/u_turn_1997,U-Turn (1997)
48,52., 60%,/m/edge,The Edge (1997)
43,53., 60%,/m/dream_with_the_fishes,Dream with the Fishes (1997)
42,54., 60%,/m/lost_highway,Lost Highway (1997)
82,55., 57%,/m/tomorrow_never_dies,Tomorrow Never Dies (1997)
41,56., 59%,/m/gingerbread_man,The Gingerbread Man (1997)
53,57., 57%,/m/1077847-george_of_the_jungle,George of the Jungle (1997)
49,58., 57%,/m/another_day_in_paradise_1997,Another Day in Paradise (1997)
64,59., 55%,/m/con_air,Con Air (1997)
72,60., 54%,/m/alien_resurrection,Alien Resurrection (1997)
68,61., 53%,/m/lost_world_jurassic_park,The Lost World - Jurassic Park (1997)
43,62., 53%,/m/conspiracy_theory,Conspiracy Theory (1997)
42,63., 48%,/m/1078216-picture_perfect,Picture Perfect (1997)
46,64., 46%,/m/blues_brothers_2000,Blues Brothers 2000 (1997)
41,65., 46%,/m/1076267-volcano,Volcano (1997)
42,66., 45%,/m/absolute_power,Absolute Power (1997)
56,67., 41%,/m/1080990-fallen,Fallen (1997)
49,68., 39%,/m/anaconda,Anaconda (1997)
43,69., 35%,/m/i_know_what_you_did_last_summer,I Know What You Did Last Summer (1997)
46,70., 28%,/m/saint,The Saint (1997)
43,71., 28%,/m/hard_rain,Hard Rain (1997)
59,72., 25%,/m/fathers_day,Fathers' Day (1997)
48,73., 23%,/m/thousand_acres,A Thousand Acres (1997)
42,74., 19%,/m/jungle_2_jungle,Jungle 2 Jungle (1997)
45,75., 18%,/m/spawn,Spawn (1997)
43,76., 16%,/m/jingle_all_the_way,Jingle All the Way (1997)
86,77., 10%,/m/1077027-batman_and_robin,Batman & Robin (1997)
69,78., 3%,/m/speed_2_cruise_control,Speed 2 - Cruise Control (1997)
40,79., 3%,/m/mortal_kombat_annihilation,Mortal Kombat: Annihilation (1997)
46,1., 98%,/m/when_we_were_kings,When We Were Kings (1996)
55,2., 96%,/m/big_night,Big Night (1996)
51,3., 96%,/m/sling_blade,Sling Blade (1996)
48,4., 96%,/m/supercop,Supercop (1996)
47,5., 96%,/m/ghost_in_the_shell,Ghost in the Shell (1996)
88,6., 93%,/m/fargo,Fargo (1996)
55,7., 95%,/m/1075422-hamlet,Hamlet (1996)
72,8., 93%,/m/james_and_the_giant_peach,James and the Giant Peach (1996)
56,9., 93%,/m/that_thing_you_do,That Thing You Do! (1996)
54,10., 93%,/m/star_trek_first_contact,Star Trek: First Contact (1996)
46,11., 93%,/m/1074022-lone_star,Lone Star (1996)
81,12., 90%,/m/trainspotting,Trainspotting (1996)
54,13., 91%,/m/waiting_for_guffman,Waiting for Guffman (1996)
43,14., 91%,/m/shine,Shine (1996)
51,15., 90%,/m/chungking_express,Chungking Express (1996)
41,16., 88%,/m/get_on_the_bus,Get on the Bus (1996)
53,17., 87%,/m/people_vs_larry_flynt,The People Vs. Larry Flynt (1996)
53,18., 87%,/m/swingers,Swingers (1996)
53,19., 87%,/m/flirting_with_disaster,Flirting With Disaster (1996)
65,20., 85%,/m/bottle_rocket,Bottle Rocket (1996)
76,21., 84%,/m/english_patient,The English Patient (1996)
44,22., 86%,/m/fly_away_home,Fly Away Home (1996)
53,23., 85%,/m/courage_under_fire,Courage Under Fire (1996)
80,24., 83%,/m/jerry_maguire,Jerry Maguire (1996)
57,25., 84%,/m/breaking_the_waves,Breaking the Waves (1996)
49,26., 84%,/m/1073316-emma,Emma (1996)
40,27., 83%,/m/1071769-cold_comfort_farm,Cold Comfort Farm (1996)
53,28., 81%,/m/eves_bayou,Eve's Bayou (1996)
47,29., 81%,/m/looking_for_richard,Looking for Richard (1996)
54,30., 80%,/m/mystery_science_theater_3000_the_movie,Mystery Science Theater 3000: The Movie (1996)
66,31., 79%,/m/1074316-scream,Scream (1996)
49,32., 80%,/m/marvins_room,Marvin's Room (1996)
48,33., 79%,/m/birdcage,The Birdcage (1996)
47,34., 79%,/m/beautiful_girls,Beautiful Girls (1996)
43,35., 79%,/m/everyone_says_i_love_you,Everyone Says I Love You (1996)
45,36., 78%,/m/michael_collins,Michael Collins (1996)
70,37., 76%,/m/1074298-ransom,Ransom (1996)
54,38., 74%,/m/1073595-sleepers,Sleepers (1996)
53,39., 74%,/m/1073037-hunchback_of_notre_dame,The Hunchback of Notre Dame (1996)
43,40., 74%,/m/1070992-primal_fear,Primal Fear (1996)
60,41., 72%,/m/william_shakespeares_romeo_and_juliet,Romeo + Juliet (1996)
54,42., 72%,/m/beavis_and_butt_head_do_america,Beavis and Butt-head Do America (1996)
48,43., 69%,/m/tin_cup,Tin Cup (1996)
53,44., 68%,/m/long_kiss_goodnight,The Long Kiss Goodnight (1996)
58,45., 67%,/m/1074978-crucible,The Crucible (1996)
64,46., 66%,/m/1072011-rock,The Rock (1996)
52,47., 65%,/m/1072381-time_to_kill,A Time to Kill (1996)
55,48., 64%,/m/1071708-nutty_professor,The Nutty Professor (1996)
47,49., 64%,/m/from_dusk_till_dawn,From Dusk Till Dawn (1996)
66,50., 62%,/m/1071806-independence_day,Independence Day (1996)
52,51., 62%,/m/mission_impossible,Mission: Impossible (1996)
51,52., 61%,/m/shes_the_one,She's the One (1996)
53,53., 60%,/m/happy_gilmore,Happy Gilmore (1996)
43,54., 60%,/m/preachers_wife,The Preacher's Wife (1996)
54,55., 59%,/m/2_days_in_the_valley,2 Days in the Valley (1996)
50,56., 58%,/m/1076271-crash,Crash (1996)
53,57., 57%,/m/1071167-twister,Twister (1996)
58,58., 53%,/m/cable_guy,The Cable Guy (1996)
49,59., 53%,/m/stealing_beauty,Stealing Beauty (1996)
63,60., 52%,/m/mars_attacks,Mars Attacks! (1996)
48,61., 52%,/m/escape_from_la,John Carpenter's Escape from L.A. (1996)
46,62., 50%,/m/ghost_and_the_darkness,The Ghost and the Darkness (1996)
58,63., 47%,/m/my_fellow_americans,My Fellow Americans (1996)
46,64., 43%,/m/multiplicity,Multiplicity (1996)
45,65., 42%,/m/1072083-phantom,The Phantom (1996)
53,66., 38%,/m/space_jam,Space Jam (1996)
47,67., 36%,/m/eraser,Eraser (1996)
42,68., 26%,/m/mary_reilly,Mary Reilly (1996)
43,69., 14%,/m/four_rooms,Four Rooms (1996)
69,70., 12%,/m/striptease,Striptease (1996)
40,71., 8%,/m/spy_hard,Spy Hard (1996)
78,1., 100%,/m/toy_story,Toy Story (1995)
42,2., 100%,/m/before_sunrise,Before Sunrise (1995)
70,3., 97%,/m/1065598-babe,Babe (1995)
56,4., 98%,/m/1068832-sense_and_sensibility,Sense and Sensibility (1995)
86,5., 95%,/m/apollo_13,Apollo 13 (1995)
58,6., 95%,/m/1068779-dead_man_walking,Dead Man Walking (1995)
44,7., 95%,/m/the-secret-of-roan-inish,The Secret of Roan Inish (1995)
42,8., 95%,/m/crumb,Crumb (1995)
50,9., 94%,/m/1068177-richard_iii,Richard III (1995)
52,10., 90%,/m/american_president,The American President (1995)
51,11., 90%,/m/leaving_las_vegas,Leaving Las Vegas (1995)
49,12., 90%,/m/welcome_to_the_dollhouse,Welcome to the Dollhouse (1995)
57,13., 89%,/m/bridges_of_madison_county,The Bridges of Madison County (1995)
69,14., 88%,/m/usual_suspects,The Usual Suspects (1995)
60,15., 88%,/m/12_monkeys,Twelve Monkeys (12 Monkeys) (1995)
79,16., 86%,/m/1068182-heat,Heat (1995)
55,17., 87%,/m/devil_in_a_blue_dress,Devil in a Blue Dress (1995)
54,18., 87%,/m/1066712-to_die_for,To Die For (1995)
52,19., 87%,/m/get_shorty,Get Shorty (1995)
47,20., 87%,/m/crimson_tide,Crimson Tide (1995)
53,21., 85%,/m/safe,Safe (1995)
49,22., 84%,/m/death_and_the_maiden,Death and the Maiden (1995)
40,23., 83%,/m/dolores_claiborne,Dolores Claiborne (1995)
59,24., 81%,/m/clueless,Clueless (1995)
70,25., 80%,/m/seven,Seven (Se7en) (1995)
61,26., 80%,/m/1067987-casino,Casino (1995)
56,27., 80%,/m/while_you_were_sleeping,While You Were Sleeping (1995)
54,28., 80%,/m/city_of_lost_children,The City of Lost Children (La Cité des Enfants Perdus) (1995)
72,29., 78%,/m/goldeneye,GoldenEye (1995)
53,30., 79%,/m/rumble_in_the_bronx,Rumble in the Bronx (1995)
66,31., 77%,/m/1065684-braveheart,Braveheart (1995)
40,32., 78%,/m/muriels_wedding,Muriel's Wedding (1995)
60,33., 75%,/m/nixon,Nixon (1995)
44,34., 73%,/m/1061000-rob_roy,Rob Roy (1995)
49,35., 69%,/m/1058923-shallow_grave,Shallow Grave (1995)
50,36., 68%,/m/clockers,Clockers (1995)
46,37., 67%,/m/antonias_line,Antonia (Antonia's Line) (1995)
47,38., 64%,/m/1068326-sabrina,Sabrina (1995)
49,39., 63%,/m/1066169-home_for_the_holidays,Home for the Holidays (1995)
41,40., 63%,/m/the_brady_bunch_movie,The Brady Bunch Movie (1995)
42,41., 62%,/m/strange_days,Strange Days (1995)
44,42., 59%,/m/outbreak,Outbreak (1995)
53,43., 57%,/m/1063452-pocahontas,Pocahontas (1995)
41,44., 56%,/m/1059629-quick_and_the_dead,The Quick and the Dead (1995)
42,45., 55%,/m/mallrats,Mallrats (1995)
46,46., 52%,/m/die_hard_with_a_vengeance,Die Hard: With a Vengeance (1995)
54,47., 48%,/m/kids,Kids (1995)
44,48., 45%,/m/first_knight,First Knight (1995)
42,49., 43%,/m/tommy_boy,Tommy Boy (1995)
48,50., 42%,/m/1062483-bad_boys,Bad Boys (1995)
51,51., 41%,/m/waterworld,Waterworld (1995)
61,52., 39%,/m/batman_forever,Batman Forever (1995)
47,53., 36%,/m/net,The Net (1995)
44,54., 32%,/m/hackers,Hackers (1995)
48,55., 23%,/m/congo,Congo (1995)
50,56., 22%,/m/showgirls,Showgirls (1995)
52,57., 17%,/m/judge_dredd,Judge Dredd (1995)
46,58., 15%,/m/assassins,Assassins (1995)
49,1., 100%,/m/1058966-red,Three Colors: Red (Trois couleurs: Rouge) (1994)
53,2., 98%,/m/hoop_dreams,Hoop Dreams (1994)
123,3., 92%,/m/the_lion_king,The Lion King (1994)
57,4., 96%,/m/bullets_over_broadway,Bullets Over Broadway (1994)
54,5., 96%,/m/quiz_show,Quiz Show (1994)
78,6., 94%,/m/pulp_fiction,Pulp Fiction (1994)
65,7., 95%,/m/four_weddings_and_a_funeral,Four Weddings and a Funeral (1994)
49,8., 94%,/m/the_last_seduction,The Last Seduction (1994)
60,9., 93%,/m/speed_1994,Speed (1994)
60,10., 92%,/m/ed_wood,Ed Wood (1994)
44,11., 93%,/m/once_were_warriors,Once Were Warriors (1994)
44,12., 93%,/m/madness_of_king_george,The Madness of King George (1994)
66,13., 91%,/m/shawshank_redemption,The Shawshank Redemption (1994)
50,14., 92%,/m/heavenly_creatures,Heavenly Creatures (1994)
54,15., 91%,/m/1059487-nobodys_fool,Nobody's Fool (1994)
45,16., 91%,/m/eat_drink_man_woman,Eat Drink Man Woman (Yin shi nan nu) (1994)
49,17., 90%,/m/cronos,Cronos (1994)
49,18., 88%,/m/clerks,Clerks (1994)
43,19., 88%,/m/three_colors_white,Three Colors: White (Trois Couleurs: Blanc) (1994)
75,20., 83%,/m/legend_of_drunken_master,The Legend of Drunken Master (Jui kuen II) (Drunken Fist II) (1994)
51,21., 80%,/m/crow,The Crow (1994)
52,22., 77%,/m/1053779-mask,The Mask (1994)
54,23., 74%,/m/santa_clause,The Santa Clause (1994)
86,24., 71%,/m/forrest_gump,Forrest Gump (1994)
47,25., 72%,/m/true_lies,True Lies (1994)
59,26., 71%,/m/leon_the_professional,Léon: The Professional (1994)
52,27., 71%,/m/ref,The Ref (1994)
52,28., 67%,/m/dumb_and_dumber,Dumb and Dumber (1994)
53,29., 66%,/m/maverick,Maverick (1994)
47,30., 64%,/m/cobb,Cobb (1994)
52,31., 62%,/m/1053942-wolf,Wolf (1994)
52,32., 62%,/m/interview_with_the_vampire,Interview with the Vampire (1994)
46,33., 61%,/m/serial_mom,Serial Mom (1994)
58,34., 59%,/m/disclosure,Disclosure (1994)
54,35., 56%,/m/legends_of_the_fall,Legends of the Fall (1994)
41,36., 56%,/m/hudsucker_proxy,The Hudsucker Proxy (1994)
49,37., 47%,/m/star_trek_generations,Star Trek Generations (1994)
41,38., 46%,/m/stargate,Stargate (1994)
41,39., 44%,/m/timecop,Timecop (1994)
41,40., 39%,/m/mary_shelleys_frankenstein,Mary Shelley's Frankenstein (1994)
46,41., 35%,/m/1054125-shadow,The Shadow (1994)
46,42., 22%,/m/color_of_night,Color of Night (1994)
45,43., 22%,/m/1051663-flintstones,The Flintstones (1994)
46,44., 20%,/m/i_love_trouble,I Love Trouble (1994)
50,45., 10%,/m/beverly_hills_cop_3,Beverly Hills Cop III (1994)
86,1., 97%,/m/schindlers_list,Schindler's List (1993)
92,2., 95%,/m/nightmare_before_christmas,The Nightmare Before Christmas (1993)
76,3., 96%,/m/groundhog_day,Groundhog Day (1993)
120,4., 92%,/m/jurassic_park,Jurassic Park (1993)
72,5., 96%,/m/1046129-fugitive,The Fugitive (1993)
67,6., 96%,/m/in_the_line_of_fire,In the Line of Fire (1993)
43,7., 98%,/m/three_colors_blue,Three Colors: Blue (Trois Couleurs: Bleu) (1993)
52,8., 96%,/m/whats_love_got_to_do_with_it,What's Love Got To Do With It? (1993)
56,9., 95%,/m/short_cuts,Short Cuts (1993)
55,10., 95%,/m/dave,Dave (1993)
53,11., 94%,/m/dazed_and_confused,Dazed and Confused (1993)
49,12., 94%,/m/in_the_name_of_the_father,In the Name of the Father (1993)
52,13., 92%,/m/true_romance,True Romance (1993)
49,14., 90%,/m/piano,The Piano (1993)
46,15., 89%,/m/1045992-much_ado_about_nothing,Much Ado About Nothing (1993)
45,16., 89%,/m/whats_eating_gilbert_grape,What's Eating Gilbert Grape (1993)
53,17., 87%,/m/1048185-naked,Naked (1993)
41,18., 85%,/m/1045518-secret_garden,The Secret Garden (1993)
54,19., 83%,/m/orlando,Orlando (1993)
46,20., 80%,/m/age_of_innocence,The Age of Innocence (1993)
45,21., 80%,/m/carlitos_way,Carlito's Way (1993)
51,22., 78%,/m/philadelphia,Philadelphia (1993)
46,23., 78%,/m/addams_family_values,Addams Family Values (1993)
45,24., 78%,/m/rudy,Rudy (1993)
54,25., 76%,/m/1044522-firm,The Firm (1993)
45,26., 73%,/m/tombstone,Tombstone (1993)
50,27., 72%,/m/falling_down,Falling Down (1993)
47,28., 72%,/m/army_of_darkness,Army of Darkness (1993)
46,29., 72%,/m/sleepless_in_seattle,Sleepless in Seattle (1993)
49,30., 71%,/m/mrs_doubtfire,Mrs. Doubtfire (1993)
49,31., 69%,/m/1044214-cliffhanger,Cliffhanger (1993)
52,32., 65%,/m/reality_bites,Reality Bites (1993)
43,33., 60%,/m/waynes_world_2,Wayne's World 2 (1993)
47,34., 57%,/m/sandlot,The Sandlot (1993)
51,35., 51%,/m/pelican_brief,The Pelican Brief (1993)
52,36., 46%,/m/ace_ventura_pet_detective,Ace Ventura: Pet Detective (1993)
40,37., 38%,/m/indecent_proposal,Indecent Proposal (1993)
47,38., 34%,/m/last_action_hero,Last Action Hero (1993)
43,39., 30%,/m/1045250-hocus_pocus,Hocus Pocus (1993)
92,1., 96%,/m/1041911-unforgiven,Unforgiven (1992)
62,2., 98%,/m/player,The Player (1992)
64,3., 97%,/m/crying_game,The Crying Game (1992)
49,4., 98%,/m/one_false_move,One False Move (1992)
68,5., 94%,/m/1042582-aladdin,Aladdin (1992)
52,6., 94%,/m/glengarry_glen_ross,Glengarry Glen Ross (1992)
61,7., 93%,/m/howards_end,Howards End (1992)
64,8., 91%,/m/reservoir_dogs,Reservoir Dogs (1992)
55,9., 91%,/m/1042135-malcolm_x,Malcolm X (1992)
53,10., 89%,/m/delicatessen,Delicatessen (1992)
42,11., 88%,/m/1042193-scent_of_a_woman,Scent of a Woman (1992)
49,12., 86%,/m/waynes_world,Wayne's World (1992)
54,13., 85%,/m/my_cousin_vinny,My Cousin Vinny (1992)
72,14., 81%,/m/batman_returns,Batman Returns (1992)
42,15., 83%,/m/river_runs_through_it,A River Runs Through It (1992)
59,16., 81%,/m/few_good_men,A Few Good Men (1992)
48,17., 81%,/m/sneakers,Sneakers (1992)
51,18., 80%,/m/1040379-singles,Singles (1992)
62,19., 77%,/m/league_of_their_own,A League of Their Own (1992)
52,20., 77%,/m/white_men_cant_jump,White Men Can't Jump (1992)
51,21., 75%,/m/bram_stokers_dracula,Bram Stoker's Dracula (1992)
40,22., 75%,/m/bad_lieutenant,Bad Lieutenant (1992)
41,23., 73%,/m/muppet_christmas_carol,The Muppet Christmas Carol (1992)
43,24., 70%,/m/candyman,Candyman (1992)
71,25., 62%,/m/twin-peaks-fire-walk-with-me,Twin Peaks - Fire Walk with Me (1992)
47,26., 64%,/m/the_hand_that_rocks_the_cradle,The Hand that Rocks the Cradle (1992)
48,27., 58%,/m/chaplin,Chaplin (1992)
44,28., 57%,/m/lethal_weapon_3,Lethal Weapon 3 (1992)
40,29., 55%,/m/single_white_female,Single White Female (1992)
60,30., 53%,/m/basic_instinct,Basic Instinct (1992)
48,31., 46%,/m/alien3,Alien3 (1992)
40,32., 33%,/m/buffy_the_vampire_slayer,Buffy the Vampire Slayer (1992)
40,33., 23%,/m/stranger_among_us,A Stranger Among Us (1992)
46,34., 4%,/m/1040378-cool_world,Cool World (1992)
109,1., 94%,/m/beauty_and_the_beast_1991,Beauty and the Beast (1991)
79,2., 95%,/m/silence_of_the_lambs,The Silence of the Lambs (1991)
68,3., 96%,/m/boyz_n_the_hood,Boyz n the Hood (1991)
74,4., 93%,/m/terminator_2_judgment_day,Terminator 2: Judgment Day (1991)
56,5., 91%,/m/barton_fink,Barton Fink (1991)
42,6., 88%,/m/1037024-commitments,The Commitments (1991)
59,7., 85%,/m/bugsy,Bugsy (1991)
67,8., 84%,/m/thelma_and_louise,Thelma & Louise (1991)
61,9., 84%,/m/1037756-jfk,JFK (1991)
50,10., 84%,/m/star_trek_vi_the_undiscovered_country,Star Trek VI - The Undiscovered Country (1991)
47,11., 83%,/m/dead_again,Dead Again (1991)
57,12., 82%,/m/fisher_king,The Fisher King (1991)
56,13., 82%,/m/my_own_private_idaho,My Own Private Idaho (1991)
41,14., 83%,/m/what_about_bob,What About Bob? (1991)
48,15., 81%,/m/jungle_fever,Jungle Fever (1991)
48,16., 75%,/m/1037581-cape_fear,Cape Fear (1991)
46,17., 74%,/m/backdraft,Backdraft (1991)
41,18., 73%,/m/fried_green_tomatoes,Fried Green Tomatoes (1991)
42,19., 71%,/m/1037864-father_of_the_bride,Father of the Bride (1991)
57,20., 68%,/m/point_break,Point Break (1991)
58,21., 62%,/m/rocketeer,The Rocketeer (1991)
40,22., 60%,/m/addams_family,The Addams Family (1991)
40,23., 57%,/m/naked_gun_2_12_the_the_smell_of_fear,The Naked Gun 2 1/2: The Smell of Fear (1991)
59,24., 54%,/m/doors,The Doors (1991)
50,25., 54%,/m/bill_and_teds_bogus_journey,Bill & Ted's Bogus Journey (1991)
52,26., 50%,/m/robin_hood_prince_of_thieves,Robin Hood: Prince of Thieves (1991)
41,27., 32%,/m/teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze,Teenage Mutant Ninja Turtles II - The Secret of the Ooze (1991)
42,28., 29%,/m/hook,Hook (1991)
88,1., 95%,/m/1032176-goodfellas,GoodFellas (1990)
46,2., 93%,/m/10009001-the_freshman,The Freshman (1990)
55,3., 91%,/m/millers_crossing,Miller's Crossing (1990)
63,4., 89%,/m/misery,Misery (1990)
57,5., 89%,/m/edward_scissorhands,Edward Scissorhands (1990)
40,6., 90%,/m/grifters,The Grifters (1990)
66,7., 86%,/m/hunt_for_red_october,The Hunt for Red October (1990)
42,8., 88%,/m/la_femme_nikita,La Femme Nikita (Nikita) (1990)
51,9., 86%,/m/presumed_innocent,Presumed Innocent (1990)
60,10., 83%,/m/darkman,Darkman (1990)
68,11., 82%,/m/dances_with_wolves,Dances With Wolves (1990)
67,12., 82%,/m/total_recall,Total Recall (1990)
66,13., 74%,/m/1031086-ghost,Ghost (1990)
55,14., 73%,/m/cry-baby,Cry-Baby (1990)
43,15., 74%,/m/back_to_the_future_3,Back to the Future Part III (1990)
63,16., 70%,/m/die_hard_2_1990,Die Hard 2 (1990)
61,17., 69%,/m/jacobs_ladder,Jacob's Ladder (1990)
45,18., 69%,/m/gremlins_2_the_new_batch,Gremlins 2: The New Batch (1990)
58,19., 67%,/m/godfather_part_iii,"The Godfather, Part III (1990)"
46,20., 65%,/m/1029314-dick_tracy,Dick Tracy (1990)
46,21., 65%,/m/wild_at_heart,Wild At Heart (1990)
50,22., 62%,/m/home_alone,Home Alone (1990)
57,23., 61%,/m/pretty_woman,Pretty Woman (1990)
44,24., 48%,/m/flatliners,Flatliners (1990)
50,25., 40%,/m/teenage_mutant_ninja_turtles_the_movie,Teenage Mutant Ninja Turtles: The Movie (1990)
60,26., 38%,/m/days_of_thunder,Days of Thunder (1990)
51,27., 16%,/m/bonfire_of_the_vanities,The Bonfire of the Vanities (1990)
45,1., 98%,/m/sex_lies_and_videotape,"Sex, Lies, and Videotape (1989)"
43,2., 98%,/m/say_anything,Say Anything... (1989)
40,3., 98%,/m/1032434-killer,The Killer (1989)
68,4., 93%,/m/do_the_right_thing,Do the Right Thing (1989)
65,5., 92%,/m/the_little_mermaid_1989,The Little Mermaid (1989)
54,6., 93%,/m/parenthood,Parenthood (1989)
41,7., 93%,/m/1008415-glory,Glory (1989)
41,8., 93%,/m/crimes_and_misdemeanors,Crimes and Misdemeanors (1989)
51,9., 92%,/m/adventures_of_baron_munchausen,The Adventures of Baron Munchausen (1989)
66,10., 89%,/m/when_harry_met_sally,When Harry Met Sally (1989)
68,11., 88%,/m/indiana_jones_and_the_last_crusade,Indiana Jones and the Last Crusade (1989)
40,12., 90%,/m/born_on_the_fourth_of_july,Born on the Fourth of July (1989)
44,13., 89%,/m/abyss,The Abyss (1989)
57,14., 86%,/m/field_of_dreams,Field of Dreams (1989)
56,15., 86%,/m/dead_poets_society,Dead Poets Society (1989)
40,16., 85%,/m/santa_sangre,Santa Sangre (1989)
44,17., 84%,/m/casualties_of_war,Casualties of War (1989)
57,18., 82%,/m/driving_miss_daisy,Driving Miss Daisy (1989)
40,19., 83%,/m/major_league,Major League (1989)
45,20., 78%,/m/bill_and_teds_excellent_adventure,Bill and Ted's Excellent Adventure (1989)
52,21., 77%,/m/licence_to_kill,Licence To Kill (1989)
68,22., 72%,/m/1001781-batman,Batman (1989)
60,23., 63%,/m/back_to_the_future_2,Back to the Future Part II (1989)
42,24., 33%,/m/tango_and_cash,Tango & Cash (1989)
45,25., 22%,/m/star_trek_v_the_final_frontier,Star Trek V - The Final Frontier (1989)
72,1., 97%,/m/big,Big (1988)
64,2., 97%,/m/bull_durham,Bull Durham (1988)
62,3., 97%,/m/who_framed_roger_rabbit,Who Framed Roger Rabbit (1988)
44,4., 98%,/m/the_vanishing,The Vanishing (Spoorloos) (1988)
41,5., 98%,/m/1009096-hairspray,Hairspray (1988)
47,6., 96%,/m/midnight_run,Midnight Run (1988)
67,7., 93%,/m/die_hard,Die Hard (1988)
44,8., 95%,/m/heathers,Heathers (1988)
61,9., 93%,/m/fish_called_wanda,A Fish Called Wanda (1988)
47,10., 94%,/m/my_neighbor_totoro,My Neighbor Totoro (1988)
69,11., 90%,/m/cinema_paradiso,Cinema Paradiso (Nuovo Cinema Paradiso) (1988)
71,12., 89%,/m/rain_man,Rain Man (1988)
52,13., 87%,/m/the_naked_gun_from_the_files_of_police_squad,The Naked Gun: From the Files of Police Squad! (1988)
47,14., 87%,/m/akira,Akira (1988)
49,15., 86%,/m/eight_men_out,Eight Men Out (1988)
52,16., 83%,/m/they_live,They Live (1988)
45,17., 82%,/m/talk_radio,Talk Radio (1988)
44,18., 82%,/m/beetlejuice,Beetlejuice (1988)
53,19., 81%,/m/last_temptation_of_christ,The Last Temptation of Christ (1988)
41,20., 78%,/m/1007832-frantic,Frantic (1988)
42,21., 69%,/m/scrooged,Scrooged (1988)
40,22., 68%,/m/coming_to_america,Coming to America (1988)
40,23., 5%,/m/1004420-cocktail,Cocktail (1988)
68,1., 97%,/m/princess_bride,The Princess Bride (1987)
55,2., 98%,/m/evil_dead_2_dead_by_dawn,Evil Dead 2: Dead by Dawn (1987)
48,3., 98%,/m/wings_of_desire,Wings of Desire (1987)
44,4., 98%,/m/broadcast_news,Broadcast News (1987)
76,5., 93%,/m/full_metal_jacket,Full Metal Jacket (1987)
60,6., 92%,/m/last_emperor,The Last Emperor (1987)
53,7., 92%,/m/moonstruck,Moonstruck (1987)
52,8., 92%,/m/planes_trains_and_automobiles,"Planes, Trains and Automobiles (1987)"
53,9., 91%,/m/raising_arizona,Raising Arizona (1987)
43,10., 91%,/m/1015218-no_way_out,No Way Out (1987)
41,11., 90%,/m/good_morning_vietnam,"Good Morning, Vietnam (1987)"
60,12., 88%,/m/1017712-robocop,RoboCop (1987)
48,13., 88%,/m/1014793-near_dark,Near Dark (1987)
52,14., 83%,/m/lethal_weapon,Lethal Weapon (1987)
56,15., 80%,/m/untouchables,The Untouchables (1987)
44,16., 80%,/m/predator,Predator (1987)
50,17., 78%,/m/wall_street,Wall Street (1987)
46,18., 78%,/m/1007141-fatal_attraction,Fatal Attraction (1987)
61,19., 74%,/m/lost_boys,The Lost Boys (1987)
60,20., 72%,/m/dirty_dancing,Dirty Dancing (1987)
52,21., 71%,/m/living_daylights,The Living Daylights (1987)
48,22., 71%,/m/empire_of_the_sun,Empire of the Sun (1987)
40,23., 68%,/m/hellraiser,Hellraiser (1987)
43,24., 12%,/m/superman_iv_the_quest_for_peace,Superman IV: The Quest for Peace (1987)
65,1., 98%,/m/1000617-aliens,Aliens (1986)
68,2., 94%,/m/blue_velvet,Blue Velvet (1986)
55,3., 93%,/m/hannah_and_her_sisters,Hannah and Her Sisters (1986)
57,4., 91%,/m/1007602-fly,The Fly (1986)
53,5., 91%,/m/stand_by_me_1986,Stand by Me (1986)
50,6., 90%,/m/1012515-little_shop_of_horrors,Little Shop of Horrors (1986)
60,7., 88%,/m/platoon,Platoon (1986)
46,8., 89%,/m/color_of_money,The Color of Money (1986)
63,9., 87%,/m/sid_and_nancy,Sid and Nancy (1986)
43,10., 88%,/m/hoosiers,Hoosiers (1986)
59,11., 86%,/m/henry-portrait-of-a-serial-killer,Henry: Portrait of a Serial Killer (1986)
40,12., 85%,/m/star_trek_iv_the_voyage_home,Star Trek IV - The Voyage Home (1986)
63,13., 79%,/m/ferris_buellers_day_off,Ferris Bueller's Day Off (1986)
46,14., 78%,/m/pretty_in_pink,Pretty in Pink (1986)
40,15., 68%,/m/labyrinth,Labyrinth (1986)
54,16., 54%,/m/top_gun,Top Gun (1986)
47,17., 15%,/m/howard_the_duck,Howard the Duck (1986)
47,1., 100%,/m/tampopo,Tampopo (1985)
78,2., 96%,/m/ran,Ran (1985)
77,3., 96%,/m/back_to_the_future,Back to the Future (1985)
47,4., 98%,/m/1003033-brazil,Brazil (1985)
52,5., 94%,/m/reanimator,Re-Animator (1985)
